codigo_tuss;codigo_cbhpm;descricao;porte;custo_operacional_uco;pagina_publicacao
31003532;3.10.03.53-2;Proctocolectomia total com reservatório ileal;12B;;96
31003540;3.10.03.54-0;Ressecção total de intestino delgado;9A;;97
31003559;3.10.03.55-9;Retossigmoidectomia abdominal;10C;;97
31003567;3.10.03.56-7;Tumor anorretal - ressecção endo-anal;6A;;97
31003575;3.10.03.57-5;Amputação abdômino-perineal do reto (completa) por videolaparoscopia;12B;64,880;94
31003583;3.10.03.58-3;Apendicectomia por videolaparoscopia;9C;36,500;95
31003591;3.10.03.59-1;Cirurgia de abaixamento por videolaparoscopia;12B;64,880;95
31003605;3.10.03.60-5;Cisto mesentérico - tratamento cirúrgico por videolaparoscopia;10A;36,500;95
31003613;3.10.03.61-3;Colectomia parcial com colostomia por videolaparoscopia;12A;64,880;95
31003621;3.10.03.62-1;Colectomia parcial sem colostomia por videolaparoscopia;11B;48,660;95
31003630;3.10.03.63-0;Colectomia total com íleo-reto-anastomose por videolaparoscopia;12B;66,910;95
31003648;3.10.03.64-8;Colectomia total com ileostomia por videolaparoscopia;12B;64,880;95
31003656;3.10.03.65-6;Distorção de volvo por videolaparoscopia;9B;44,610;95
31003664;3.10.03.66-4;Divertículo de Meckel - exérese por videolaparoscopia;9C;44,610;95
31003672;3.10.03.67-2;Enterectomia segmentar por videolaparoscopia;10A;44,610;95
31003680;3.10.03.68-0;Entero-anastomose (qualque segmento) por videolaparoscopia;9C;44,610;95
31003699;3.10.03.69-9;Enteropexia (qualquer segmento) por videolaparoscopia;9B;36,500;96
31003702;3.10.03.70-2;Esvaziamento pélvico anterior ou posterior por videolaparoscopia;12A;81,100;96
31003710;3.10.03.71-0;Esvaziamento pélvico total por videolaparoscopia;12B;109,490;96
31003729;3.10.03.72-9;Fixação do reto por via abdominal por videolaparoscopia;9B;36,500;96
31003737;3.10.03.73-7;Megacólon congênito - tratamento cirúrgico por videolaparoscopia;12B;64,880;96
31003745;3.10.03.74-5;Pâncreas anular - tratamento cirúrgico por videolaparoscopia;12B;64,880;96
31003753;3.10.03.75-3;Perfuração duodenal ou delgado - tratamento cirúrgico por videolaparoscopia;10A;44,610;96
31003761;3.10.03.76-1;Piloromiotomia por videolaparoscopia;9C;44,610;96
31003770;3.10.03.77-0;Proctocolectomia total com reservatório ileal por videolaparoscopia;13A;109,490;96
31003788;3.10.03.78-8;Proctocolectomia total por videolaparoscopia;12C;81,100;97
31003796;3.10.03.79-6;Retossigmoidectomia abdominal por videolaparoscopia;12B;64,880;97
31004016;3.10.04.01-6;Abscesso anorretal - drenagem;3B;;97
31004024;3.10.04.02-4;Abscesso isquio-retal - drenagem;4B;;97
31004032;3.10.04.03-2;Cerclagem anal;3C;;97
31004040;3.10.04.04-0;Corpo estranho do reto - retirada;3B;;97
31004059;3.10.04.05-9;Criptectomia (única ou múltipla);2B;;97
31004067;3.10.04.06-7;Dilatação digital ou instrumental do ânus e/ou do reto;2B;;97
31004075;3.10.04.07-5;Esfincteroplastia anal (qualquer técnica);7A;;97
31004083;3.10.04.08-3;Estenose anal - tratamento cirúrgico (qualquer técnica);6A;;97
31004091;3.10.04.09-1;Excisão de plicoma;2B;;97
31004105;3.10.04.10-5;Fissurectomia com ou sem esfincterotomia;3C;;97
31004113;3.10.04.11-3;Fístula reto-vaginal e fístula anal em ferradura - tratamento cirúrgico via perineal;9B;;97
31004121;3.10.04.12-1;Fistulectomia anal em dois tempos;6A;;97
31004130;3.10.04.13-0;Fistulectomia anal em ferradura;7C;;97
31004148;3.10.04.14-8;Fistulectomia anal em um tempo;6A;;97
31004156;3.10.04.15-6;Fistulectomia anorretal com abaixamento mucoso;7C;;97
31004164;3.10.04.16-4;Fistulectomia perineal;4C;;97
31004172;3.10.04.17-2;Hemorróidas - fotocoagulação com raio infravermelho (por sessão);2B;;97
31004180;3.10.04.18-0;Hemorróidas - ligadura elástica (por sessão);2B;;97
31004199;3.10.04.19-9;Hemorróidas - tratamento esclerosante (por sessão);2B;;97
31004202;3.10.04.20-2;Hemorroidectomia aberta ou fechada, com ou sem esfincterotomia;6A;;97
31004210;3.10.04.21-0;Laceração anorretal - tratamento cirúrgico por via perineal;6A;;97
31004229;3.10.04.22-9;Lesão anal - eletrocauterização;2B;;97
31004237;3.10.04.23-7;Papilectomia (única ou múltipla);2B;;97
31004245;3.10.04.24-5;Pólipo retal - ressecção endoanal;3C;;97
31004253;3.10.04.25-3;Prolapso retal - esclerose (por sessão);2B;;97
31004261;3.10.04.26-1;Prolapso retal - tratamento cirúrgico;6A;;97
31004270;3.10.04.27-0;Reconstituição de esfincter anal por plástica muscular (qualquer técnica);10C;;98
31004288;3.10.04.28-8;Reconstrução total anoperineal;10C;;98
31004300;3.10.04.30-0;Tratamento cirúrgico de retocele (colpoperineoplastia posteior);7A;;98
31004318;3.10.04.31-8;Trombose hemorroidária - exérese;2B;;98
31004334;3.10.04.33-4;Esfincterotomia;2B;;97
31005012;3.10.05.01-2;Abscesso hepático - drenagem cirúrgica;7B;;98
31005020;3.10.05.02-0;Alcoolização percutânea dirigida de tumor hepático;7B;;98
31005039;3.10.05.03-9;Anastomose biliodigestiva intra-hepática;11B;;98
31005047;3.10.05.04-7;Atresia de vias biliares - tratamento cirúrgico;12C;;98
31005063;3.10.05.06-3;Biópsia hepática por laparotomia;6A;;98
31005071;3.10.05.07-1;Biópsia hepática transparietal;3C;;98
31005080;3.10.05.08-0;Laparotomia para implantação cirúrgica de cateter arterial visceral para quimioterapia;9A;;99
31005098;3.10.05.09-8;Cisto de colédoco - tratamento cirúrgico;9C;;98
31005101;3.10.05.10-1;Colecistectomia com colangiografia;9A;;98
31005110;3.10.05.11-0;Colecistectomia com fístula biliodigestiva;9C;;98
31005128;3.10.05.12-8;Colecistectomia sem colangiografia;8C;;98
31005136;3.10.05.13-6;Colecistojejunostomia;9A;;98
31005144;3.10.05.14-4;Colecistostomia;7C;;98
31005152;3.10.05.15-2;Colédoco ou hepático-jejunostomia (qualquer técnica);9A;;98
31005160;3.10.05.16-0;Colédoco ou hepaticoplastia;10A;;99
31005179;3.10.05.17-9;Colédoco-duodenostomia;9A;;99
31005187;3.10.05.18-7;Coledocotomia ou coledocostomia sem colecistectomia;8B;;99
31005195;3.10.05.19-5;Coledocoscopia intra-operatória;3C;;99
31005209;3.10.05.20-9;Derivação porto sistêmica;11B;;99
31005217;3.10.05.21-7;Desconexão ázigos - portal com esplenectomia;10B;;99
31005225;3.10.05.22-5;Desconexão ázigos - portal sem esplenectomia;9C;;99
31005233;3.10.05.23-3;Desvascularização hepática;8C;;99
31005241;3.10.05.24-1;Drenagem biliar trans-hepática;8B;;99
31005250;3.10.05.25-0;Enucleação de metástases hepáticas;8B;;99
31005268;3.10.05.26-8;Enucleação de metástases, por metástase;4C;;99
31005276;3.10.05.27-6;Hepatorrafia;7B;;99
31005284;3.10.05.28-4;Hepatorrafia complexa com lesão de estruturas vasculares biliares;11B;;99
31005292;3.10.05.29-2;Lobectomia hepática direita;11A;;99
31005306;3.10.05.30-6;Lobectomia hepática esquerda;9A;;99
31005314;3.10.05.31-4;Papilotomia transduodenal;9B;;99
31005330;3.10.05.33-0;Radioablação / termoablação de tumores hepáticos;7C;;100
31005357;3.10.05.35-7;Ressecção de cisto hepático com hepatectomia;9A;;100
31005365;3.10.05.36-5;Ressecção de cisto hepático sem hepatectomia;8B;;100
31005373;3.10.05.37-3;Ressecção de tumor de vesícula ou da via biliar com hepatectomia;12A;;100
31005381;3.10.05.38-1;Ressecção de tumor de vesícula ou da via biliar sem hepatectomia;9A;;100
31005390;3.10.05.39-0;Segmentectomia hepática;10C;;100
31005403;3.10.05.40-3;Sequestrectomia hepática;10B;;100
31005420;3.10.05.42-0;Tratamento cirúrgico de estenose cicatricial das vias biliares;10A;;100
31005438;3.10.05.43-8;Trissegmentectomias;12B;;100
31005446;3.10.05.44-6;Coledocotomia ou coledocostomia com colecistectomia;9A;;99
31005454;3.10.05.45-4;Abscesso hepático - drenagem cirúrgica por videolaparoscopia;8A;28,390;98
31005462;3.10.05.46-2;Alcoolização percutânea dirigida de tumor hepático por videolaparoscopia;8A;28,390;98
31005470;3.10.05.47-0;Colecistectomia com colangiografia por videolaparoscopia;10A;36,500;98
31005489;3.10.05.48-9;Colecistectomia com fístula biliodigestiva por videolaparoscopia;11B;48,660;98
31005497;3.10.05.49-7;Colecistectomia sem colangiografia por videolaparoscopia;9C;34,470;98
31005500;3.10.05.50-0;Colecistojejunostomia por videolaparoscopia;10B;36,500;98
31005519;3.10.05.51-9;Colecistostomia por videolaparoscopia;9A;28,390;98
31005527;3.10.05.52-7;Colédoco ou hepático-jejunostomia por videolaparoscopia;10C;36,500;98
31005535;3.10.05.53-5;Colédoco-duodenostomia por videolaparoscopia;10C;36,500;99
31005543;3.10.05.54-3;Coledocotomia ou coledocostomia com colecistectomia por videolaparoscopia;10A;34,470;99
31005551;3.10.05.55-1;Coledocotomia ou coledocostomia sem colecistectomia por videolaparoscopia;9C;34,470;99
31005560;3.10.05.56-0;Desconexão ázigos - portal com esplenectomia por;12B;64,880;99
31005578;3.10.05.57-8;Desconexão ázigos - portal sem esplenectomia por videolaparoscopia;11B;48,660;99
31005586;3.10.05.58-6;Enucleação de metástase hepáticas por videolaparoscopia;10B;36,500;99
31005594;3.10.05.59-4;Hepatorrafia complexa com lesão de estruturas vasculares biliares por videolaparoscopia;12C;81,100;99
31005608;3.10.05.60-8;Hepatorrafia por videolaparoscopia;8A;28,390;99
31005616;3.10.05.61-6;Lobectomia hepática direita por videolaparoscopia;12B;81,100;99
31005624;3.10.05.62-4;Lobectomia hepática esquerda por videolaparoscopia;10C;48,660;99
31005632;3.10.05.63-2;Punção hepática para drenagem de abcessos por videolaparoscopia;6B;24,330;99
31005640;3.10.05.64-0;Radioablação / termoablação de tumores hepáticos por videolaparoscopia;9A;28,390;100
31005659;3.10.05.65-9;Ressecção de cisto hepático com hepatectomia por videolaparoscopia;10C;48,660;100
31005667;3.10.05.66-7;Ressecção de cisto hepático sem hepatectomia por videolaparoscopia;10A;34,470;100
31005675;3.10.05.67-5;Biópsia hepática por videolaparoscopia;7B;28,390;98
31006019;3.10.06.01-9;Biópsia de pâncreas por laparotomia;8A;;100
31006027;3.10.06.02-7;Biópsia de pâncreas por punção dirigida;4C;;100
31006035;3.10.06.03-5;Enucleação de tumores pancreáticos;9A;;100
31006043;3.10.06.04-3;Hipoglicemia - tratamento cirúrgico (pancreatotomia parcial ou total);13A;;100
31006051;3.10.06.05-1;Pancreatectomia corpo caudal com preservação do baço;11B;;100
31006060;3.10.06.06-0;Pancreatectomia parcial ou sequestrectomia;10B;;100
31006078;3.10.06.07-8;Pancreato-duodenectomia com linfadenectomia;12A;;100
31006086;3.10.06.08-6;Pancreato-enterostomia;9A;;100
31006094;3.10.06.09-4;Pancreatorrafia;8A;;100
31006108;3.10.06.10-8;Pseudocisto pâncreas - drenagem externa (qualquer técnica);8B;;100
31006116;3.10.06.11-6;Pseudocisto pâncreas - drenagem interna (qualquer técnica);9A;;101
31006159;3.10.06.15-9;Biópsia de pâncreas por videolaparoscopia;9B;34,470;100
31006167;3.10.06.16-7;Enucleação de tumores pancreáticos por videolaparoscopia;10B;36,500;100
31006175;3.10.06.17-5;Pseudocisto pâncreas - drenagem externa por videolaparoscopia;10A;36,500;100
31006183;3.10.06.18-3;Pseudocisto pâncreas - drenagem interna por videolaparoscopia;10C;48,660;101
31007015;3.10.07.01-5;Biópsia esplênica;4C;;101
31007023;3.10.07.02-3;Esplenectomia parcial;10B;;101
31007031;3.10.07.03-1;Esplenectomia total;8B;;101
31007040;3.10.07.04-0;Esplenorrafia;7B;;101
31007058;3.10.07.05-8;Esplenectomia parcial por videolaparoscopia;12A;66,910;101
31007066;3.10.07.06-6;Esplenectomia total por videolaparoscopia;10A;48,660;101
31007074;3.10.07.07-4;Esplenorrafia por videolaparoscopia;8C;28,390;101
31008011;3.10.08.01-1;Diálise peritoneal intermitente - agudo ou crônico (por sessão);4B;;101
31008020;3.10.08.02-0;Diálise peritoneal ambulatorial contínua (CAPD) 9 dias - treinamento;6A;;101
31008038;3.10.08.03-8;Diálise peritoneal ambulatorial contínua (CAPD) por mês/paciente;10A;;101
31008046;3.10.08.04-6;Diálise peritoneal automática (APD) - tratamento (agudo ou crônico);6B;17,000;101
31008054;3.10.08.05-4;Epiploplastia;5B;;101
31008062;3.10.08.06-2;Implante de cateter peritoneal;3C;;101
31008070;3.10.08.07-0;Instalação de cateter Tenckhoff;4B;;101
31008097;3.10.08.09-7;Retirada de cateter Tenckhoff;4B;;101
31008100;3.10.08.10-0;Epiploplastia por videolaparoscopia;6C;24,330;101
31008119;3.10.08.11-9;Diálise peritoneal automática por mês (agudo ou crônico);10A;50,000;101
31009018;3.10.09.01-8;Abscesso perineal - drenagem cirúrgica;2B;;101
31009026;3.10.09.02-6;Biópsia de parede abdominal;3B;;101
31009042;3.10.09.04-2;Cisto sacro-coccígeo - tratamento cirúrgico;4C;;101
31009050;3.10.09.05-0;Diástase dos retos-abdominais - tratamento cirúrgico;5B;;101
31009069;3.10.09.06-9;Hérnia inguinal encarcerada em RN ou lactente;8B;;101
31009077;3.10.09.07-7;Herniorrafia com ressecção intestinal - estrangulada;8A;;101
31009085;3.10.09.08-5;Herniorrafia crural - unilateral;8A;;102
31009093;3.10.09.09-3;Herniorrafia epigástrica;5B;;102
31009107;3.10.09.10-7;Herniorrafia incisional;7A;;102
31009115;3.10.09.11-5;Herniorrafia inguinal - unilateral;6C;;102
31009123;3.10.09.12-3;Herniorrafia inguinal no RN ou lactente;7C;;102
31009131;3.10.09.13-1;Herniorrafia lombar;7A;;102
31009140;3.10.09.14-0;Herniorrafia recidivante;7C;;102
31009158;3.10.09.15-8;Herniorrafia sem ressecção intestinal encarcerada;7C;;102
31009166;3.10.09.16-6;Herniorrafia umbilical;5A;;102
31009174;3.10.09.17-4;Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação;7A;;102
31009204;3.10.09.20-4;Neuroblastoma abdominal - exérese;11C;;102
31009220;3.10.09.22-0;Onfalocele/gastrosquise em 1 tempo ou primeiro tempo ou prótese - tratamento cirúrgico;12C;;102
31009239;3.10.09.23-9;Onfalocele/gastrosquise - segundo tempo - tratamento cirúrgico;10A;;102
31009247;3.10.09.24-7;Paracentese abdominal;3B;;102
31009255;3.10.09.25-5;Reconstrução da parede abdominal com retalho muscular ou miocutâneo;10A;;102
31009271;3.10.09.27-1;Ressecção de cisto ou fístula de úraco;6A;;102
31009280;3.10.09.28-0;Ressecção de cisto ou fístula ou restos do ducto onfalomesentérico;8A;;102
31009298;3.10.09.29-8;Ressutura da parede abdominal (por deiscência total ou evisceração);6A;;102
31009301;3.10.09.30-1;Teratoma sacro-coccígeo - exérese;11B;;102
31009328;3.10.09.32-8;Herniorrafia crural - unilateral por videolaparoscopia;8C;36,500;102
31009336;3.10.09.33-6;Herniorrafia inguinal - unilateral por videolaparoscopia;7B;24,330;102
31009344;3.10.09.34-4;Herniorrafia recidivante por videolaparoscopia;8C;30,410;102
31009352;3.10.09.35-2;Laparotomia exploradora, ou para biópsia, ou para drenagem de abscesso, ou para liberação;8B;30,410;102
31100007;3.11.00.00-7;Porte Custo No de Porte Código Procedimentos Oper. Aux. Anest. 3.11.01.54-2 Nefroureterect;11B;60,830;104
31101011;3.11.01.01-1;Abscesso renal ou peri-renal - drenagem cirúrgica;6A;;103
31101020;3.11.01.02-0;Abscesso renal ou peri-renal - drenagem percutânea;6A;;103
31101038;3.11.01.03-8;Adrenalectomia unilateral;10A;;103
31101046;3.11.01.04-6;Angioplastia renal unilateral a céu aberto;9A;;103
31101054;3.11.01.05-4;Angioplastia renal unilateral transluminal;7C;;103
31101062;3.11.01.06-2;Autotransplante renal unilateral;14B;;103
31101070;3.11.01.07-0;Biópsia renal cirúrgica unilateral;8B;;103
31101089;3.11.01.08-9;Cisto renal - escleroterapia percutânea - por cisto;4B;;103
31101097;3.11.01.09-7;Endopielotomia percutânea unilateral;10A;47,160;103
31101100;3.11.01.10-0;Estenose de junção pieloureteral - tratamento cirúrgico;8C;;103
31101119;3.11.01.11-9;Fístula pielo-cutânea - tratamento cirúrgico;5B;;103
31101127;3.11.01.12-7;Lombotomia exploradora;7A;;103
31101135;3.11.01.13-5;Marsupialização de cistos renais unilateral;8B;;103
31101151;3.11.01.15-1;Nefrectomia parcial com ureterectomia;11A;;103
31101160;3.11.01.16-0;Nefrectomia parcial unilateral;11A;;103
31101178;3.11.01.17-8;Nefrectomia parcial unilateral extracorpórea;14A;;103
31101186;3.11.01.18-6;Nefrectomia radical unilateral;11B;;103
31101194;3.11.01.19-4;Nefrectomia total unilateral;10B;;103
31101208;3.11.01.20-8;Nefro ou pieloenterocistostomia unilateral;10C;;103
31101216;3.11.01.21-6;Nefrolitotomia anatrófica unilateral;11A;;103
31101224;3.11.01.22-4;Nefrolitotomia percutânea unilateral;10A;50,310;103
31101232;3.11.01.23-2;Nefrolitotomia simples unilateral;9B;;103
31101240;3.11.01.24-0;Nefrolitotripsia extracorpórea - 1ª sessão;8A;54,940;103
31101259;3.11.01.25-9;Nefrolitotripsia extracorpórea - reaplicações (até 3 meses);4C;54,940;103
31101275;3.11.01.27-5;Nefrolitotripsia percutânea unilateral (MEC., E.H., ou US);10C;81,340;103
31101283;3.11.01.28-3;Nefropexia unilateral;8B;;103
31101291;3.11.01.29-1;Nefrorrafia (trauma) unilateral;8C;;103
31101305;3.11.01.30-5;Nefrostomia a céu aberto unilateral;8C;;103
31101313;3.11.01.31-3;Nefrostomia percutânea unilateral;8B;37,730;103
31101321;3.11.01.32-1;Nefroureterectomia com ressecção vesical unilateral;10C;;104
31101330;3.11.01.33-0;Pielolitotomia com nefrolitotomia anatrófica unilateral;9A;;104
31101348;3.11.01.34-8;Pielolitotomia com nefrolitotomia simples unilateral;9A;;104
31101356;3.11.01.35-6;Pielolitotomia unilateral;8A;;104
31101364;3.11.01.36-4;Pieloplastia;9C;;104
31101372;3.11.01.37-2;Pielostomia unilateral;5B;;104
31101380;3.11.01.38-0;Pielotomia exploradora unilateral;8B;;104
31101399;3.11.01.39-9;Punção aspirativa renal para diagnóstico de rejeição (ato médico);3B;;104
31101402;3.11.01.40-2;Punção biópsia renal percutânea;4A;;104
31101410;3.11.01.41-0;Revascularização renal - qualquer técnica;11C;;104
31101429;3.11.01.42-9;Sinfisiotomia (rim em ferradura);8B;;104
31101437;3.11.01.43-7;Transuretero anastomose;8A;;104
31101445;3.11.01.44-5;Tratamento cirúrgico da fístula pielo-intestinal;9B;;104
31101453;3.11.01.45-3;Tumor renal - enucleação unilateral;10A;;104
31101461;3.11.01.46-1;Tumor Wilms - tratamento cirúrgico;11C;;104
31101470;3.11.01.47-0;Tumores retro-peritoneais malignos unilaterais - exérese;12A;;104
31101488;3.11.01.48-8;Adrenalectomia laparoscópica unilateral;11C;48,660;103
31101496;3.11.01.49-6;Marsupialização laparoscópica de cisto renal unilateral;10A;30,410;103
31101500;3.11.01.50-0;Biópsia renal laparoscópica unilateral;10A;26,360;103
31101518;3.11.01.51-8;Nefropexia laparoscópica unilateral;10A;36,500;103
31101526;3.11.01.52-6;Pieloplastia laparoscópica unilateral;11B;48,660;104
31101534;3.11.01.53-4;Pielolitotomia laparoscópica unilateral;10A;36,500;104
31101550;3.11.01.55-0;Nefrectomia radical laparoscópica unilateral;12C;52,720;103
31101569;3.11.01.56-9;Nefrectomia parcial laparoscópica unilateral;12C;56,770;103
31101577;3.11.01.57-7;Nefrolitotripsia percutânea unilateral a laser;10A;221,960;103
31101585;3.11.01.58-5;Nefrectomia total unilateral por videolaparoscopia;11B;;103
